"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"MS-27593","MS",27593,2008,"MIN. RICARDO LEWANDOWSKI","1/7/2010","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, indeferiu a ordem, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes os Senhores Ministros Celso de Mello, Gilmar Mendes e Eros Grau, justificadamente, a Senhora Ministra Ellen Gracie, em representação do Tribunal no exterior, e o Senhor Ministro Joaquim Barbosa, licenciado. Plenário, 01.07.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA","0","0"
"PPE-623","PPE",623,2009,"MIN. CÁRMEN LÚCIA","1/7/2010","Questão de ordem","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, resolveu a questão de ordem no sentido de conceder o prazo final de 60 (sessenta) dias para juntada de documento, contra os votos dos Senhores Ministros Ayres Britto e Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes os Senhores Ministros Celso de Mello, Gilmar Mendes e Eros Grau, justificadamente, a Senhora Ministra Ellen Gracie, em representação do Tribunal no exterior, e o Senhor Ministro Joaquim Barbosa, licenciado. Plenário, 01.07.2010.","DIREITO INTERNACIONAL","1 - DIREITO INTERNACIONAL | ESTRANGEIRO | ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA 2 - DIREITO PROCESSUAL PENAL | PRISÃO PREVENTIVA","0","0"
"IF-5179","IF",5179,2010,"MINISTRO PRESIDENTE","30/6/2010","Improcedente","Decisão: Preliminarmente, o Tribunal, por maioria, rejeitou requerimento do Procurador-Geral da República no sentido de adiar o julgamento da causa, contra os votos dos Senhores Ministros Marco Aurélio e Celso de Mello. Em seguida, o Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente o pedido, contra o voto do Senhor Ministro Ayres Britto. Falaram, pelo Ministério Público Federal, o Procurador-Geral da República, Dr. Roberto Monteiro Gurgel Santos; pelo requerido, o Dr. Marcelo Lavocat Galvão, Procurador-Geral do Distrito Federal e, pela Câmara Legislativa do Distrito Federal, o Dr. Fernando Augusto Miranda Nazaré, Procurador Legislativo. Ausentes, em representação do Tribunal no exterior, a Senhora Ministra Ellen Gracie, licenciado o Senhor Ministro Joaquim Barbosa e, justificadamente, o Senhor Ministro Eros Grau. Plenário, 30.6.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO","0","0"
"Inq-2813","Inq",2813,2009,"MIN. MARCO AURÉLIO","24/6/2010","Recebida a queixa","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, recebeu a queixa pelo crime de injúria, contra os votos dos Senhores Ministros Ayres Britto e Celso de Mello. Votou o Presidente, Ministro Cezar Peluso. Ausentes, em representação do Tribunal na Mena Rule of Law Conference 2010, em Ifrane, Marrocos, a Senhora Ministra Ellen Gracie, licenciado o Senhor Ministro Joaquim Barbosa e, justificadamente, o Senhor Ministro Eros Grau. Falou pelo querelante o Dr. Pedro Machado de Almeida Castro. Plenário, 24.06.2010. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES CONTRA A HONRA | CALÚNIA","0","0"
"Ext-1183","Ext",1183,2009,"MIN. DIAS TOFFOLI","24/6/2010","Procedente em parte","Decisão: O Tribunal deferiu parcialmente o pedido de extradição, nos termos do voto do Relator, vencido, em parte, o Senhor Ministro Ayres Britto. Ausentes, em representação do Tribunal na Mena Rule of Law Conference 2010, em Ifrane, Marrocos, a Senhora Ministra Ellen Gracie, licenciado o Senhor Ministro Joaquim Barbosa e, justificadamente, o Senhor Ministro Eros Grau. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 24.06.2010. ","DIREITO INTERNACIONAL","1 - DIREITO INTERNACIONAL | ESTRANGEIRO 2 - DIREITO PROCESSUAL PENAL | PRISÃO PREVENTIVA","0","0"
"Rcl-7633","Rcl",7633,2009,"MIN. DIAS TOFFOLI","23/6/2010","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa, justificadamente o Senhor Ministro Eros Grau e, neste julgamento, a Senhora Ministra Ellen Gracie. Plenário, 23.06.2010.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATUTÁRIO 3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | EMPREGADO PÚBLICO / TEMPORÁRIO","0","0"
"AI-758533","AI",758533,2009,"MIN. GILMAR MENDES","23/6/2010","Reconhecida a repercussão geral e julgado o mérito","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, resolveu a questão de ordem no sentido de reconhecer a repercussão geral, reafirmar a jurisprudência da Corte e negar provimento ao recurso extraordinário, aplicando-se o artigo 543-B do Código de Processo Civil, contra o voto do Senhor Ministro Marco Aurélio, que entendia não caber conhecer do agravo. Votou o Presidente, Ministro Cezar Peluso. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa e, justificadamente, o Senhor Ministro Eros Grau. Plenário, 23.06.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PÚBLICO / EDITAL | EXAME PSICOTÉCNICO / PSIQUIÁTRICO","0","0"
"AI-791292","AI",791292,2010,"MIN. GILMAR MENDES","23/6/2010","Reconhecida a repercussão geral e julgado o mérito","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, resolveu a questão de ordem no sentido de reconhecer a repercussão geral, reafirmar a jurisprudência da Corte e negar provimento ao recurso extraordinário, aplicando-se o artigo 543-B do Código de Processo Civil, contra o voto do Senhor Ministro Marco Aurélio, que entendia não caber conhecer do agravo. Votou o Presidente, Ministro Cezar Peluso. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa e, justificadamente, o Senhor Ministro Eros Grau. Plenário, 23.06.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | VÍCIOS FORMAIS DA SENTENÇA","0","0"
"Rcl-671","Rcl",671,1997,"MIN. EROS GRAU","17/6/2010","Embargos rejeitados","Decisão: O Tribunal, por maioria, rejeitou os embargos de declaração, contra o voto do Senhor Ministro Marco Aurélio. Ausente, licenciado, o Senhor Ministro Joaquim Barbosa. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 17.06.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAÇÃO, SUSPENSÃO E EXTINÇÃO DO PROCESSO | SUSPENSÃO DO PROCESSO","0","0"
"ADI-2452","ADI",2452,2001,"MIN. EROS GRAU","17/6/2010","Improcedente","Decisão: O Tribunal, por maioria, julgou improcedente a ação direta, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Impedida a Senhora Ministra Cármen Lúcia. Falaram, pelo requerente, Governador do Estado de Minas Gerais, o Dr. Nabil El Bizri, Procurador do Estado e, pelo requerido, Governador do Estado de São Paulo, o Dr. Aylton Marcelo Barbosa da Silva, Procurador do Estado. Ausente, licenciado, o Senhor Ministro Joaquim Barbosa. Plenário, 17.06.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMÍNIO PÚBLICO | PRIVATIZAÇÃO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUTORIZAÇÃO | ENERGIA ELÉTRICA","0","0"
"ADI-3096","ADI",3096,2003,"MIN. CÁRMEN LÚCIA","16/6/2010","Procedente em parte","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, julgou parcialmente procedente a ação direta, contra o voto do Senhor Ministro Eros Grau, que a julgava improcedente, e o voto do Senhor Ministro Marco Aurélio, que a julgava totalmente procedente. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Dias Toffoli. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa e, neste julgamento, a Senhora Ministra Ellen Gracie. Plenário, 16.06.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUTORIZAÇÃO | TRANSPORTE TERRESTRE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS","0","0"
"RE-606479","RE",606479,2009,"MIN. RICARDO LEWANDOWSKI","16/6/2010","Determinada a devolução, art. 543-B do CPC","Em 16/6/2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DE 84,32% MARÇO/1990 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO | NULIDADE / INEXIGIBILIDADE DO TÍTULO","0","0"
"HC-102085","HC",102085,2009,"MIN. CÁRMEN LÚCIA","10/6/2010","Denegada a ordem","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, indeferiu a ordem de habeas corpus, contra os votos dos Senhores Ministros Marco Aurélio e Presidente, Ministro Cezar Peluso. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa, neste julgamento o Senhor Ministro Gilmar Mendes e, justificadamente, o Senhor Ministro Eros Grau. Falaram, pelo paciente, o Dr. João Alberto Simões Pires Franco, Defensor-Público Federal e, pelo Ministério Público Federal, a Vice-Procuradora-Geral da República, Dra. Deborah Macedo Duprat de Britto Pereira. Plenário, 10.06.2010. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | RECURSO","0","0"
"ADI-1945","ADI",1945,1999,"MIN. CÁRMEN LÚCIA","26/5/2010","Liminar indeferida","Decisão: O Tribunal, por maioria, indeferiu a liminar, contra os votos dos Senhores Ministros Octavio Gallotti (Relator), Ricardo Lewandowski, Marco Aurélio e Celso de Mello. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Gilmar Mendes. Não votaram as Senhoras Ministras Cármen Lúcia e Ellen Gracie por sucederem, respectivamente, aos Senhores Ministros Nelson Jobim e Octavio Galloti. Ausente o Senhor Ministro Joaquim Barbosa, licenciado. Plenário, 26.05.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROCESSO LEGISLATIVO 2 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS","0","0"
"ADI-2675","ADI",2675,2002,"MIN. RICARDO LEWANDOWSKI","26/5/2010","Sobrestado","RE/593849","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | PRAZO DE RECOLHIMENTO 3 - DIREITO TRIBUTÁRIO | OBRIGAÇÃO TRIBUTÁRIA | RESPONSABILIDADE TRIBUTÁRIA | SUBSTITUIÇÃO TRIBUTÁRIA","0","0"
"ADI-2777","ADI",2777,2002,"MIN. CEZAR PELUSO","26/5/2010","Sobrestado","RE/593849","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | PRAZO DE RECOLHIMENTO 3 - DIREITO TRIBUTÁRIO | OBRIGAÇÃO TRIBUTÁRIA | RESPONSABILIDADE TRIBUTÁRIA | SUBSTITUIÇÃO TRIBUTÁRIA","0","0"
"ADI-3028","ADI",3028,2003,"MIN. MARCO AURÉLIO","26/5/2010","Improcedente","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria, julgou improcedente a ação direta, vencidos os Senhores Ministros Marco Aurélio (Relator), Menezes Direito, Cezar Peluso (Presidente), Celso de Mello e Gilmar Mendes. Redigirá o acórdão o Senhor Ministro Ayres Britto. Não votou o Senhor Ministro Dias Toffoli por suceder ao Senhor Ministro Menezes Direito, com voto proferido em assentada anterior. Ausente, licenciado, o Senhor Ministro Joaquim Barbosa, também com voto proferido em assentada anterior. Plenário, 26.05.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO 2 - DIREITO TRIBUTÁRIO | TAXAS | ESTADUAIS","0","0"
"AP-503","AP",503,2008,"MIN. CELSO DE MELLO","20/5/2010","Procedente em parte"," Decisão: O Tribunal, por maioria de votos, julgou procedente a ação penal quanto ao delito previsto no inciso IV do art. 1º do Decreto-lei nº 201/67, vencido, no ponto, o Senhor Ministro Marco Aurélio (Revisor), que a julgava improcedente; por votação unânime, julgou procedente a ação penal concernente ao crime tipificado no inciso V do art. 1º do Decreto-lei nº 201/67; e, também por unanimidade, julgou improcedente a ação penal e absolveu o réu quanto à conduta inscrita no inciso XIV do art. 1º do Decreto-lei nº 201/67. Passando à dosimetria penal, o Tribunal, por maioria, condenou o réu à pena de 03 (três) meses de detenção, pela prática do delito previsto no inciso IV, e à pena de 03 (três) meses de detenção, pelo cometimento do crime tipificado no inciso V, ambos do art. 1º do Decreto-lei nº 201/67, vencidos, no ponto, os Senhores Ministros Ricardo Lewandowski e Cármen Lúcia, que impunham, ao réu, a pena de 04 (quatro) meses e 15 (quinze) dias de detenção para cada um dos crime","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | COMPETÊNCIA | COMPETÊNCIA POR PRERROGATIVA DE FUNÇÃO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE RESPONSABILIDADE","0","0"
"MS-26872","MS",26872,2007,"MIN. MARCO AURÉLIO","19/5/2010","Denegada a segurança","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, indeferiu a segurança, vencidos os Senhores Ministros Dias Toffoli, Eros Grau e Presidente. Ausentes o Senhor Ministro Cezar Peluso (Presidente), em representação do Tribunal na Primeira Assembléia da Conferência das Jurisdições Constitucionais dos Países de Língua Portuguesa, em Portugal, a Senhora Ministra Ellen Gracie, convidada pelo Escritório Econômico e Comercial da Embaixada da China no Brasil para participação na Exposição Universal - World Expo 2010, em Shangai, e o Senhor Ministro Joaquim Barbosa, licenciado. Falou pelo impetrante o Dr. Ulisses Borges de Resende. Presidiu o julgamento o Senhor Ministro Ayres Britto (Vice-Presidente). Plenário, 19.05.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA","0","0"
"AP-409","AP",409,2006,"MIN. TEORI ZAVASCKI","13/5/2010","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação, condenando o réu à pena de 2 (dois) anos e 2 (dois) meses de detenção, convertida em duas penas restritivas de direito, consistente no pagamento de 50 (cinqüenta) salários-mínimos e prestação de serviços à comunidade, nos termos dos votos dos Senhores Ministros Ayres Britto (Relator), Joaquim Barbosa (Revisor), Eros Grau, Cármen Lúcia e Ricardo Lewandowski, contra os votos dos Senhores Ministros Marco Aurélio e Cezar Peluso (Presidente), que, julgando procedente a ação, aplicavam penas inferiores a 2 (dois) anos e, em conseqüência, decretavam a prescrição da pretensão punitiva à vista das penas em concreto, e dos votos dos Senhores Ministros Dias Toffoli, Gilmar Mendes e Celso de Mello, que julgavam improcedente a ação, absolvendo o réu. Ausente a Senhora Ministra Ellen Gracie, em representação do Tribunal na 10ª Conferência Bienal da International Association of Women Judges - IAWJ, em Seul, Coréia do Sul. Falaram, pelo Mi","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE RESPONSABILIDADE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | PREFEITO","0","0"
"ADI-2855","ADI",2855,2003,"MIN. MARCO AURÉLIO","12/5/2010","Procedente","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta, vencidos os Senhores Ministros Eros Grau, Dias Toffoli e Gilmar Mendes, que a julgavam parcialmente procedente. Votou o Presidente, Ministro Cezar Peluso. Ausentes a Senhora Ministra Ellen Gracie, em representação do Tribunal na 10ª Conferência Bienal da International Association of Women Judges - IAWJ, em Seul, Coréia do Sul, e o Senhor Ministro Joaquim Barbosa, licenciado. Plenário, 12.05.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | SUSPENSÃO DA EXIGIBILIDADE | DEPÓSITO JUDICIAL","0","0"
"ADI-2909","ADI",2909,2003,"MIN. TEORI ZAVASCKI","12/5/2010","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta, vencidos os Senhores Ministros Eros Grau e Gilmar Mendes, que a julgavam parcialmente procedente. Votou o Presidente, Ministro Cezar Peluso. Ausentes a Senhora Ministra Ellen Gracie, em representação do Tribunal na 10ª Conferência Bienal da International Association of Women Judges - IAWJ, em Seul, Coréia do Sul, o Senhor Ministro Joaquim Barbosa, licenciado e, neste julgamento, o Senhor Ministro Dias Toffoli. Plenário, 12.05.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA","0","0"
"ADI-3125","ADI",3125,2004,"MIN. AYRES BRITTO","12/5/2010","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta, vencidos os Senhores Ministros Eros Grau e Gilmar Mendes, que a julgavam parcialmente procedente. Votou o Presidente, Ministro Cezar Peluso. Ausentes a Senhora Ministra Ellen Gracie, em representação do Tribunal na 10ª Conferência Bienal da International Association of Women Judges - IAWJ, em Seul, Coréia do Sul, o Senhor Ministro Joaquim Barbosa, licenciado e, neste julgamento, o Senhor Ministro Dias Toffoli. Plenário, 12.05.2010.   ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA","0","0"
"ADPF-153","ADPF",153,2008,"MIN. LUIZ FUX","29/4/2010","Improcedente","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria, julgou improcedente a argüição, nos termos do voto do Relator, vencidos os Senhores Ministros Ricardo Lewandowski, que lhe dava parcial provimento nos termos de seu voto, e Ayres Britto, que a julgava parcialmente procedente para excluir da anistia os crimes previstos no artigo 5º, inciso XLIII, da Constituição. Votou o Presidente, Ministro Cezar Peluso. Ausentes o Senhor Ministro Joaquim Barbosa, licenciado, e o Senhor Ministro Dias Toffoli, impedido na ADPF nº 153-DF.  Plenário, 29.04.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | ANISTIA POLÍTICA","0","0"
"AI-777749","AI",777749,2009,"MINISTRO PRESIDENTE","15/4/2010","Decisão pela inexistência de repercussão geral por se tratar de matéria infraconstitucional","NA SESSÃO PLENÁRIA DE 14.4.2010 - Decisão: O Tribunal,   preliminarmente, deu provimento ao agravo de instrumento e, de imediato, converteu-o em recurso extraordinário, vencido neste ponto o Senhor Ministro Marco Aurélio. Em seguida, o Tribunal resolveu questão de ordem suscitada pelo Presidente, Ministro Gilmar Mendes, para: a) não  reconhecer a existência de repercussão geral da questão relacionada à cobrança de pulsos além da franquia; b) reafirmar a jurisprudência do  Supremo Tribunal Federal no sentido de equiparar o reconhecimento de infraconstitucionalidade à inexistência de repercussão da matéria; c) não  conhecer do presente recurso extraordinário; d) devolver aos respectivos Tribunais de Origem e Turmas Recursais os recursos extraordinários e agravos de instrumento, ainda não distribuídos nesta Suprema Corte, que versem sobre o tema em questão, sem prejuízo da eventual devolução, se assim entenderem os relatores, daqueles feitos que já estejam a eles distribuídos ...","DIREITO DO CONSUMIDOR","0 - DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | TELEFONIA | PULSOS EXCEDENTES 1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUTORIZAÇÃO | TELEFONIA 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTRATOS ADMINISTRATIVOS | EQUILÍBRIO FINANCEIRO","0","0"
